TagId,TagName,TimeStamp,DataSource,Value,Quality
103,MC-VD115_InScaled,2017-10-25 22:42:39.214000000,DS1,5,128
103,MC-VD115_InScaled,2017-10-25 22:42:39.714000000,DS1,6,128
103,MC-VD115_InScaled,2017-10-25 22:42:40.214000000,DS1,7,128
103,MC-VD115_InScaled,2017-10-25 22:42:40.714000000,DS1,8,128
103,MC-VD115_InScaled,2017-10-25 22:42:41.214000000,DS1,9,128
103,MC-VD115_InScaled,2017-10-25 22:42:41.714000000,DS1,10,128
103,MC-VD115_InScaled,2017-10-25 22:42:42.214000000,DS1,11,128
103,MC-VD115_InScaled,2017-10-25 22:42:42.714000000,DS1,12,128
104,PT4D.ProcValue,2017-10-25 22:42:42.714000000,DS2,62,128
104,PT4D.ProcValue,2017-10-25 22:42:43.214000000,DS2,61,128
104,PT4D.ProcValue,2017-10-25 22:42:43.714000000,DS2,60,128
104,PT4D.ProcValue,2017-10-25 22:42:44.214000000,DS2,59,128
104,PT4D.ProcValue,2017-10-25 22:42:44.714000000,DS2,58,128
104,PT4D.ProcValue,2017-10-25 22:42:45.214000000,DS2,57,128
104,PT4D.ProcValue,2017-10-25 22:42:45.714000000,DS2,56,128
104,PT4D.ProcValue,2017-10-25 22:42:46.214000000,DS2,55,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:42.214000000,DS1,155,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:42.714000000,DS1,156,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:43.214000000,DS1,157,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:43.714000000,DS1,158,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:44.214000000,DS1,159,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:44.714000000,DS1,160,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:45.214000000,DS1,161,128
105,PS-IOut_ProcessedValue,2017-10-25 22:44:45.714000000,DS1,162,128
