TagId,TagName,TimeStamp,DataSource,Value,Quality
65,Timmy,2017-10-25 22:42:39.214000000,DS1,127,128
65,Timmy,2017-10-25 22:42:39.714000000,DS1,128,128
65,Timmy,2017-10-25 22:42:40.214000000,DS1,129,128
65,Timmy,2017-10-25 22:42:40.714000000,DS1,130,128
65,Timmy,2017-10-25 22:42:41.214000000,DS1,131,128
65,Timmy,2017-10-25 22:42:41.714000000,DS1,132,128
65,Timmy,2017-10-25 22:42:42.214000000,DS1,133,128
65,Timmy,2017-10-25 22:42:42.714000000,DS1,134,128
66,Joey,2017-10-25 22:42:42.714000000,DS2,135,128
66,Joey,2017-10-25 22:42:43.214000000,DS2,136,128
66,Joey,2017-10-25 22:42:43.714000000,DS2,137,128
66,Joey,2017-10-25 22:42:44.214000000,DS2,138,128
66,Joey,2017-10-25 22:42:44.714000000,DS2,139,128
66,Joey,2017-10-25 22:42:45.214000000,DS2,140,128
66,Joey,2017-10-25 22:42:45.714000000,DS2,141,128
66,Joey,2017-10-25 22:42:46.214000000,DS2,142,128
67,Peter,2017-10-25 22:44:42.214000000,DS1,143,128
67,Peter,2017-10-25 22:44:42.714000000,DS1,144,128
67,Peter,2017-10-25 22:44:43.214000000,DS1,145,128
67,Peter,2017-10-25 22:44:43.714000000,DS1,146,128
67,Peter,2017-10-25 22:44:44.214000000,DS1,147,128
67,Peter,2017-10-25 22:44:44.714000000,DS1,148,128
67,Peter,2017-10-25 22:44:45.214000000,DS1,149,128
67,Peter,2017-10-25 22:44:45.714000000,DS1,150,128
